CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
468,62,Male,Basic,375,11,1,Net Banking,4,13,No
469,49,Female,Basic,1069,17,9,Net Banking,2,9,Yes
470,69,Male,Enterprise,452,50,8,UPI,3,45,Yes
471,47,Male,Basic,1165,21,7,Credit Card,4,38,Yes
472,64,Male,Basic,1469,57,5,Net Banking,10,6,No
473,52,Female,Basic,938,26,5,Net Banking,6,43,No
474,57,Male,Basic,1329,43,0,Net Banking,5,43,No
475,69,Male,Basic,1416,48,1,Credit Card,3,10,No
476,33,Male,Enterprise,1539,44,3,Net Banking,10,23,No
477,30,Male,Basic,501,45,2,Net Banking,8,15,No
478,67,Male,Basic,747,27,0,UPI,8,45,No
479,59,Female,Enterprise,915,16,7,Net Banking,7,23,No
480,47,Female,Enterprise,978,55,6,UPI,3,40,Yes
481,36,Female,Basic,467,26,3,Credit Card,1,37,No
482,34,Female,Basic,1393,53,8,Net Banking,5,34,No
483,36,Female,Basic,1209,33,3,Net Banking,1,16,No
484,45,Female,Enterprise,750,31,0,UPI,6,45,No
485,43,Female,Basic,1678,48,9,Credit Card,7,41,No
486,54,Male,Enterprise,1874,47,0,Credit Card,5,47,No
487,43,Female,Premium,1515,6,0,UPI,4,32,No
488,40,Male,Premium,1787,44,0,Credit Card,2,38,No
489,26,Male,Basic,1364,8,3,Credit Card,5,40,No
490,29,Female,Basic,1369,7,0,Credit Card,9,46,No
491,18,Male,Basic,1648,34,1,Credit Card,4,5,No
492,18,Male,Basic,513,44,3,Credit Card,2,17,No
493,64,Male,Premium,383,53,6,Credit Card,6,22,No
494,51,Male,Enterprise,1887,14,1,Credit Card,8,39,No
495,49,Female,Premium,912,16,7,Credit Card,2,41,Yes
496,65,Female,Premium,327,43,6,Net Banking,9,48,No
497,42,Female,Basic,1510,52,8,UPI,7,18,No
498,57,Female,Basic,1476,9,5,Credit Card,2,28,No
499,62,Female,Basic,899,10,3,UPI,5,13,No
500,18,Female,Premium,585,17,5,Credit Card,5,42,No
501,33,Female,Enterprise,1453,12,3,Credit Card,7,1,No
502,56,Female,Premium,470,6,6,Net Banking,5,19,No
503,22,Female,Basic,1994,19,8,UPI,6,34,No
504,39,Female,Basic,1010,43,2,UPI,9,4,No
505,46,Male,Premium,614,41,2,Net Banking,3,43,No
506,20,Female,Basic,397,53,1,Net Banking,3,3,No
507,29,Male,Enterprise,1546,29,0,UPI,8,41,No
508,43,Male,Enterprise,1279,6,0,Credit Card,10,10,No
509,33,Male,Premium,1030,59,2,Credit Card,6,28,No
510,68,Male,Basic,1426,25,6,UPI,10,34,No
511,54,Female,Basic,1844,57,8,Credit Card,3,39,Yes
512,39,Male,Basic,827,24,1,Net Banking,2,47,No
513,46,Female,Basic,803,25,6,Net Banking,2,19,Yes
514,31,Female,Basic,1361,16,0,Net Banking,2,42,No
515,45,Male,Premium,1645,52,1,UPI,5,46,No
516,22,Female,Premium,1280,16,5,UPI,5,36,No
517,64,Male,Basic,1785,6,4,UPI,1,43,No
518,66,Male,Basic,1209,37,7,Credit Card,2,3,Yes
519,47,Female,Basic,270,21,1,UPI,2,23,No
520,63,Female,Basic,1110,4,0,UPI,4,17,No
521,69,Male,Enterprise,793,34,6,Net Banking,7,7,No
522,22,Female,Basic,1595,28,5,Credit Card,3,26,No
523,29,Female,Basic,1840,38,7,Credit Card,5,43,No
524,33,Female,Basic,799,41,7,Net Banking,9,18,No
525,43,Male,Enterprise,713,28,1,Credit Card,5,46,No
526,43,Male,Premium,283,17,7,UPI,9,46,No
527,65,Female,Basic,1193,14,5,Credit Card,1,6,No
528,38,Female,Premium,1266,7,8,Net Banking,9,31,No
529,56,Female,Premium,1889,22,6,Credit Card,5,29,No
530,53,Female,Enterprise,1038,51,1,Net Banking,8,9,No
531,50,Female,Basic,805,1,7,UPI,5,35,No
532,47,Male,Enterprise,1009,29,8,UPI,6,17,No
533,54,Female,Enterprise,332,52,6,Net Banking,8,12,No
534,40,Male,Enterprise,1618,31,3,UPI,2,36,No
535,27,Female,Premium,1288,30,8,UPI,3,48,Yes
536,22,Male,Premium,489,57,3,Credit Card,9,24,No
537,53,Female,Basic,575,15,3,UPI,5,10,No
538,51,Male,Premium,968,18,8,Net Banking,5,30,No
539,69,Female,Premium,666,35,7,UPI,9,29,No
540,48,Male,Premium,1436,50,3,Credit Card,10,39,No
541,27,Male,Basic,1371,30,7,Net Banking,3,10,Yes
542,36,Male,Premium,1796,34,7,UPI,4,39,Yes
543,49,Male,Enterprise,670,42,6,UPI,7,28,No
544,18,Male,Basic,348,11,9,UPI,2,18,Yes
545,22,Male,Enterprise,287,27,5,Net Banking,8,41,No
546,62,Female,Premium,1547,24,7,Credit Card,5,17,No
547,21,Male,Enterprise,595,35,6,Net Banking,1,11,Yes
548,33,Female,Basic,989,39,4,Net Banking,3,1,No
549,41,Female,Basic,1627,8,3,Credit Card,9,17,No
550,33,Female,Enterprise,1305,51,1,Net Banking,5,36,No
551,19,Female,Basic,1864,18,7,Net Banking,8,36,No
552,66,Female,Enterprise,1509,13,8,UPI,1,46,Yes
553,45,Male,Basic,1605,45,3,Net Banking,7,9,No
554,49,Male,Premium,1064,24,3,UPI,7,45,No
555,44,Male,Basic,1493,51,4,Net Banking,8,28,No
556,37,Female,Premium,1515,23,1,UPI,3,48,No
557,41,Male,Basic,1676,12,6,UPI,1,33,Yes
558,29,Male,Basic,1938,49,4,UPI,9,3,No
559,67,Male,Basic,223,30,5,Credit Card,1,8,No
560,52,Male,Basic,1155,31,3,Net Banking,6,6,No
561,50,Male,Enterprise,510,28,7,Net Banking,9,6,No
562,50,Female,Enterprise,1684,22,7,Net Banking,2,29,Yes
563,68,Male,Basic,1431,44,4,Credit Card,4,37,No
564,60,Female,Premium,1940,28,5,UPI,2,12,No
565,54,Female,Basic,863,13,2,Net Banking,4,9,No
566,29,Female,Premium,637,25,0,Credit Card,2,41,No
567,20,Female,Enterprise,1761,44,8,Credit Card,1,49,Yes
568,18,Female,Enterprise,905,51,8,Net Banking,3,19,Yes
569,50,Male,Basic,1559,46,2,UPI,8,17,No
570,57,Male,Premium,621,7,3,Credit Card,5,48,No
571,27,Male,Basic,1973,45,6,Net Banking,4,44,Yes
572,60,Female,Enterprise,520,6,1,UPI,5,32,No
573,61,Male,Basic,1720,24,2,Credit Card,6,35,No
574,46,Male,Premium,786,19,5,Credit Card,6,14,No
575,30,Female,Premium,1146,19,7,Net Banking,5,49,No
576,29,Female,Premium,1386,36,0,Net Banking,6,16,No
577,48,Female,Basic,1764,51,3,UPI,9,21,No
578,63,Female,Enterprise,1388,9,0,Net Banking,5,12,No
579,19,Male,Basic,1048,48,1,Net Banking,6,24,No
580,68,Female,Premium,1921,59,7,UPI,4,34,Yes
581,67,Female,Basic,1789,36,5,Net Banking,3,8,No
582,52,Male,Basic,1518,38,8,UPI,6,44,No
583,40,Male,Premium,241,40,1,UPI,5,21,No
584,34,Female,Basic,1508,59,2,UPI,4,48,No
585,43,Male,Basic,1138,29,8,Net Banking,5,8,No
586,25,Female,Basic,586,24,8,UPI,7,28,No
587,46,Female,Basic,1361,48,5,Net Banking,1,16,No
588,43,Male,Premium,1410,5,2,UPI,1,10,No
589,27,Male,Enterprise,1109,53,4,Net Banking,1,15,No
590,43,Female,Basic,915,54,1,UPI,2,4,No
591,51,Female,Basic,630,42,6,Credit Card,9,26,No
592,68,Female,Basic,753,55,9,Credit Card,5,15,No
593,58,Male,Basic,1639,45,7,Credit Card,9,36,No
594,24,Female,Premium,999,26,5,UPI,5,32,No
595,21,Female,Premium,625,14,7,Net Banking,7,43,No
596,67,Female,Basic,1639,39,1,UPI,6,38,No
597,62,Female,Basic,225,29,2,UPI,2,4,No
598,28,Female,Basic,1594,52,6,UPI,3,41,Yes
599,46,Male,Enterprise,584,6,9,UPI,5,9,No
600,53,Female,Enterprise,255,7,0,Net Banking,4,35,No
601,42,Female,Basic,1476,37,6,UPI,6,28,No
602,38,Female,Basic,833,53,5,Credit Card,8,37,No
603,53,Female,Enterprise,305,18,7,Credit Card,8,47,No
604,27,Male,Enterprise,1353,23,6,Credit Card,3,9,Yes
605,54,Male,Basic,1048,44,3,UPI,4,2,No
606,26,Male,Basic,869,38,2,Net Banking,1,3,No
607,41,Female,Basic,575,59,2,Net Banking,2,44,No
608,52,Female,Premium,942,1,3,Net Banking,9,48,No
609,66,Male,Basic,1166,4,8,UPI,10,5,No
610,52,Male,Basic,507,51,8,Net Banking,10,10,No
611,65,Male,Premium,290,44,1,Credit Card,2,28,No
612,53,Female,Basic,1616,47,4,Net Banking,6,15,No
613,35,Female,Premium,1757,35,0,UPI,7,14,No
614,66,Male,Basic,1001,23,3,UPI,6,46,No
615,56,Male,Basic,309,27,1,Net Banking,8,23,No
616,49,Male,Premium,1784,26,7,UPI,9,13,No
617,41,Female,Basic,1864,52,3,Net Banking,8,16,No
618,40,Female,Enterprise,784,8,4,Net Banking,5,30,No
619,49,Female,Premium,539,43,3,Credit Card,8,40,No
620,54,Male,Basic,1788,16,4,UPI,10,8,No
621,29,Male,Premium,1178,41,4,Credit Card,10,17,No
622,66,Female,Basic,555,3,4,UPI,9,30,No
623,30,Male,Enterprise,367,32,2,Net Banking,8,17,No
624,40,Female,Basic,756,5,6,UPI,2,35,Yes
625,42,Male,Premium,1675,20,2,Net Banking,2,1,No
626,52,Male,Basic,1104,14,1,UPI,3,49,No
627,58,Male,Basic,304,32,2,Credit Card,7,24,No
628,47,Male,Enterprise,349,26,2,Credit Card,9,48,No
629,34,Female,Enterprise,345,47,7,Net Banking,8,49,No
630,66,Male,Basic,915,6,3,Credit Card,9,25,No
631,37,Female,Basic,1073,59,2,Net Banking,6,2,No
632,65,Female,Enterprise,498,58,9,Net Banking,1,25,Yes
633,42,Female,Enterprise,1390,36,4,Net Banking,4,14,No
634,39,Male,Basic,1936,40,3,UPI,6,39,No
635,30,Female,Basic,845,51,8,Net Banking,6,33,No
636,36,Female,Basic,922,59,7,Credit Card,8,17,No
637,66,Female,Enterprise,1271,5,6,UPI,1,31,Yes
638,53,Male,Basic,837,13,7,Credit Card,2,10,Yes
639,29,Male,Basic,438,32,4,Net Banking,2,6,No
640,58,Female,Premium,1230,16,3,Net Banking,6,39,No
641,36,Male,Basic,663,1,6,Credit Card,7,25,No
642,29,Female,Basic,652,13,0,UPI,2,38,No
643,26,Female,Basic,983,54,5,Credit Card,5,37,No
644,24,Male,Basic,1096,11,7,Net Banking,6,30,No
645,45,Female,Basic,570,53,6,UPI,4,34,Yes
646,31,Male,Premium,1772,8,1,Net Banking,1,18,No
647,48,Male,Basic,686,25,6,Net Banking,3,24,Yes
648,69,Female,Premium,1434,40,5,Credit Card,10,49,No
649,36,Male,Enterprise,364,32,4,Net Banking,9,27,No
650,64,Male,Premium,1348,24,3,Credit Card,6,27,No
651,33,Female,Basic,1560,28,0,UPI,2,39,No
652,22,Female,Basic,391,14,1,Net Banking,9,21,No
653,52,Male,Basic,929,45,6,Net Banking,4,19,Yes
654,29,Male,Basic,413,3,9,UPI,8,39,No
655,42,Female,Basic,773,36,2,Credit Card,10,23,No
656,69,Male,Premium,1551,27,4,Net Banking,7,39,No
657,38,Male,Basic,1156,20,7,UPI,3,48,Yes
658,53,Male,Basic,580,47,7,Net Banking,8,44,No
659,40,Male,Basic,872,15,5,Credit Card,4,47,No
660,33,Male,Premium,1801,27,4,Credit Card,2,15,No
661,56,Male,Basic,997,53,1,Credit Card,5,43,No
662,62,Male,Premium,438,45,8,Credit Card,1,2,Yes
663,59,Female,Basic,1755,41,0,UPI,8,35,No
664,56,Female,Enterprise,899,28,1,Net Banking,8,20,No
665,31,Female,Enterprise,1305,25,0,UPI,3,28,No
666,48,Female,Basic,1586,42,3,Credit Card,1,15,No
667,22,Female,Basic,704,44,3,Credit Card,4,16,No
668,52,Male,Basic,401,46,4,Credit Card,9,33,No
669,40,Male,Basic,1119,33,4,Credit Card,9,47,No
670,46,Male,Premium,1727,46,7,Net Banking,1,12,Yes
671,60,Male,Enterprise,1867,14,2,Credit Card,7,39,No
672,28,Female,Premium,236,8,5,Net Banking,6,39,No
673,35,Male,Enterprise,843,48,2,Credit Card,7,43,No
674,64,Male,Basic,1812,14,1,Net Banking,7,20,No
675,29,Female,Basic,1824,1,7,Net Banking,8,29,No
676,26,Male,Premium,1625,16,0,Credit Card,8,43,No
677,27,Male,Basic,964,18,8,UPI,10,49,No
678,61,Female,Premium,905,7,6,UPI,2,3,Yes
679,34,Male,Basic,1399,15,9,UPI,4,48,Yes
680,55,Male,Basic,744,24,3,UPI,4,5,No
681,24,Male,Enterprise,1793,49,2,UPI,10,2,No
682,63,Male,Basic,1690,51,5,Credit Card,8,23,No
683,30,Male,Enterprise,1424,55,8,Credit Card,3,26,Yes
684,57,Female,Enterprise,739,13,8,Credit Card,3,26,Yes
685,59,Female,Premium,1770,9,3,Credit Card,2,7,No
686,26,Female,Premium,1216,56,9,Credit Card,1,10,Yes
687,67,Female,Premium,1860,56,4,Credit Card,8,5,No
688,44,Female,Enterprise,593,15,8,Net Banking,9,47,No
689,19,Female,Basic,1032,57,1,Net Banking,9,12,No
690,22,Male,Basic,1265,58,1,Credit Card,8,32,No
691,46,Female,Premium,796,35,4,Credit Card,5,42,No
692,54,Female,Basic,592,24,0,Net Banking,1,31,No
693,55,Male,Basic,899,33,7,Net Banking,9,22,No
694,36,Male,Basic,1846,16,4,Credit Card,6,17,No
695,25,Female,Premium,640,8,9,Net Banking,7,20,No
696,65,Male,Enterprise,1840,29,1,UPI,8,20,No
697,62,Female,Basic,1729,23,8,UPI,5,43,No
698,18,Male,Enterprise,1117,45,1,UPI,6,8,No
699,39,Female,Premium,519,31,6,Net Banking,7,47,No
700,69,Male,Enterprise,752,40,7,Credit Card,7,34,No
701,34,Male,Premium,1438,49,5,Credit Card,2,49,No
702,24,Female,Premium,1294,54,6,Credit Card,1,23,Yes
703,42,Female,Basic,767,55,0,Net Banking,8,38,No
704,62,Female,Enterprise,1118,14,3,Net Banking,5,28,No
705,21,Female,Basic,435,59,6,UPI,10,13,No
706,53,Female,Enterprise,1504,53,0,Net Banking,2,29,No
707,23,Male,Enterprise,1186,30,0,UPI,3,8,No
708,48,Female,Basic,1840,53,5,UPI,6,11,No
709,36,Female,Basic,1385,39,3,Credit Card,10,47,No
710,61,Male,Premium,1414,27,2,Net Banking,6,45,No
711,56,Male,Basic,1232,47,4,Credit Card,8,18,No
712,44,Female,Enterprise,259,16,8,Credit Card,5,25,No
713,27,Male,Basic,1092,51,9,Net Banking,5,49,No
714,43,Male,Basic,424,6,9,Net Banking,7,22,No
715,36,Female,Enterprise,899,55,9,UPI,10,45,No
716,56,Male,Premium,781,33,2,UPI,5,35,No
717,20,Male,Enterprise,1510,44,4,UPI,9,29,No
718,62,Female,Basic,1193,18,9,UPI,6,21,No
719,30,Female,Premium,368,16,4,Credit Card,7,7,No
720,67,Male,Premium,1285,12,8,Credit Card,8,12,No
721,45,Male,Premium,1572,20,9,Net Banking,5,36,No
722,37,Female,Premium,1665,45,3,UPI,4,24,No
723,45,Male,Premium,213,40,0,UPI,8,32,No
724,25,Male,Basic,363,59,9,UPI,10,27,No
725,58,Male,Basic,1643,29,4,Credit Card,9,32,No
726,56,Female,Premium,956,30,0,Net Banking,1,32,No
727,18,Male,Basic,1743,26,5,Credit Card,3,32,No
728,20,Male,Premium,1889,22,9,Net Banking,4,26,Yes
729,30,Female,Basic,1771,33,9,Net Banking,7,11,No
730,45,Male,Premium,1783,58,6,Credit Card,6,46,No
731,66,Male,Premium,1820,53,0,Credit Card,10,18,No
732,42,Female,Basic,1251,39,9,Net Banking,10,39,No
733,50,Female,Basic,1931,47,3,Credit Card,1,5,No
734,55,Female,Basic,645,29,8,Credit Card,4,16,Yes
735,23,Female,Premium,1431,22,0,Net Banking,6,11,No
736,61,Male,Enterprise,1693,45,8,Net Banking,3,35,Yes
737,62,Male,Basic,915,13,7,UPI,2,48,Yes
738,49,Female,Premium,1175,9,4,Credit Card,2,11,No
739,62,Female,Basic,1018,24,5,Net Banking,10,42,No
740,64,Male,Basic,303,15,6,Credit Card,4,23,Yes
741,38,Female,Enterprise,941,36,3,Credit Card,1,34,No
742,33,Male,Basic,625,13,5,Net Banking,10,48,No
743,38,Female,Basic,1324,27,6,UPI,2,17,Yes
744,28,Male,Basic,1764,44,5,Net Banking,10,10,No
745,54,Female,Basic,838,37,5,Net Banking,2,18,No
746,53,Female,Basic,1049,7,1,Credit Card,4,44,No
747,52,Male,Basic,1745,8,4,UPI,4,8,No
748,36,Female,Premium,1329,37,2,Net Banking,1,26,No
749,37,Male,Basic,1902,41,6,Credit Card,7,3,No
750,35,Male,Premium,968,14,3,Net Banking,7,24,No
751,64,Male,Basic,476,58,0,Credit Card,10,3,No
752,58,Male,Basic,1288,12,5,Net Banking,10,38,No
753,66,Male,Premium,1099,36,5,UPI,10,2,No
754,31,Female,Enterprise,387,52,6,Net Banking,1,35,Yes
755,32,Female,Basic,1540,40,7,Credit Card,8,17,No
756,48,Male,Enterprise,1361,17,2,Net Banking,10,9,No
757,18,Female,Premium,1566,40,5,UPI,7,36,No
758,20,Male,Premium,304,53,9,UPI,7,22,No
759,33,Female,Premium,745,29,1,UPI,6,31,No
760,40,Female,Basic,579,27,8,UPI,4,34,Yes
761,28,Female,Basic,309,1,1,Credit Card,8,24,No
762,29,Female,Premium,744,52,2,Net Banking,2,9,No
763,27,Male,Basic,553,34,9,UPI,7,46,No
764,49,Male,Enterprise,942,4,1,Net Banking,3,43,No
765,33,Female,Basic,516,24,8,Credit Card,3,2,Yes
766,25,Female,Basic,1489,21,0,Net Banking,7,21,No
767,55,Male,Premium,1917,33,4,Net Banking,3,34,No
768,29,Female,Basic,1288,7,0,UPI,5,27,No
769,41,Male,Premium,532,1,4,UPI,8,37,No
770,45,Male,Premium,1736,41,7,Credit Card,4,7,Yes
771,25,Male,Enterprise,1356,3,7,Net Banking,7,22,No
772,45,Female,Premium,791,44,7,Credit Card,7,4,No
773,53,Male,Premium,982,51,1,Credit Card,2,14,No
774,43,Female,Premium,1976,15,7,Credit Card,8,34,No
775,25,Male,Enterprise,739,31,4,UPI,10,23,No
776,67,Female,Basic,934,54,0,UPI,10,44,No
777,45,Female,Basic,1758,16,6,Net Banking,9,42,No
778,45,Female,Basic,1719,10,5,Net Banking,6,25,No
779,54,Male,Basic,820,54,4,Net Banking,5,1,No
780,58,Male,Premium,818,29,0,UPI,1,48,No
781,53,Female,Premium,1880,59,0,UPI,1,15,No
782,44,Female,Premium,1592,59,5,Credit Card,9,32,No
783,34,Female,Basic,1108,6,9,UPI,4,14,Yes
784,26,Male,Premium,1874,29,6,Credit Card,1,41,Yes
785,50,Male,Basic,1191,17,9,Credit Card,10,21,No
786,37,Male,Premium,298,53,9,UPI,3,47,Yes
787,30,Male,Premium,516,22,0,Credit Card,6,7,No
788,45,Female,Basic,322,24,8,Credit Card,8,36,No
789,65,Female,Basic,1543,17,3,Net Banking,10,21,No
790,46,Male,Basic,998,21,4,Credit Card,2,40,No
791,30,Male,Enterprise,1816,51,1,UPI,8,12,No
792,63,Female,Enterprise,1718,50,9,UPI,1,15,Yes
793,52,Male,Premium,656,11,7,Credit Card,2,15,Yes
794,23,Male,Basic,721,56,1,Net Banking,8,17,No
795,35,Male,Basic,719,7,2,UPI,7,34,No
796,68,Male,Premium,1116,42,8,UPI,5,44,No
797,22,Male,Premium,916,39,1,Net Banking,10,35,No
798,64,Male,Basic,514,5,5,Credit Card,2,39,No
799,42,Female,Basic,908,44,3,UPI,9,38,No
800,19,Male,Premium,909,48,6,Credit Card,5,14,No
801,27,Male,Basic,1765,57,5,Credit Card,8,5,No
802,47,Female,Basic,1702,21,9,Credit Card,4,30,Yes
803,67,Female,Basic,1243,18,8,Credit Card,9,4,No
804,62,Female,Premium,759,35,8,UPI,10,15,No
805,22,Male,Enterprise,1168,20,9,Net Banking,7,39,No
806,50,Female,Enterprise,1353,15,3,UPI,2,35,No
807,18,Male,Premium,1516,5,0,Net Banking,3,45,No
808,35,Male,Premium,1355,13,1,Credit Card,2,10,No
809,49,Male,Basic,555,51,7,Net Banking,5,2,No
810,64,Female,Premium,1277,12,9,Credit Card,2,44,Yes
811,66,Female,Basic,1089,55,7,UPI,5,24,No
812,28,Female,Premium,992,21,1,UPI,9,28,No
813,38,Female,Basic,1610,37,3,Net Banking,2,22,No
814,43,Female,Basic,464,6,0,Credit Card,9,44,No
815,42,Male,Basic,1181,7,6,Credit Card,7,32,No
816,39,Male,Basic,1438,26,3,Net Banking,7,31,No
817,44,Male,Basic,1683,42,7,Credit Card,5,19,No
818,66,Male,Basic,1681,48,8,Credit Card,8,21,No
819,30,Female,Enterprise,1001,8,8,Credit Card,7,3,No
820,50,Female,Basic,242,9,2,UPI,6,6,No
821,51,Male,Premium,1809,27,4,UPI,2,32,No
822,58,Female,Enterprise,1061,4,5,UPI,6,2,No
823,52,Female,Enterprise,1501,21,5,Credit Card,2,24,No
824,18,Male,Premium,1977,31,9,UPI,1,45,Yes
825,38,Male,Enterprise,1353,21,7,Credit Card,9,27,No
826,65,Female,Basic,549,40,5,Credit Card,5,9,No
827,23,Female,Basic,1929,25,5,Net Banking,10,13,No
828,45,Male,Basic,1767,39,3,Credit Card,10,14,No
829,34,Male,Premium,1329,15,6,UPI,4,11,Yes
830,22,Male,Premium,1111,53,7,UPI,8,14,No
831,48,Female,Basic,1939,35,2,Credit Card,5,16,No
832,22,Male,Basic,200,49,6,UPI,7,10,No
833,55,Male,Premium,1980,43,2,Credit Card,3,20,No
834,20,Female,Basic,783,41,7,Net Banking,8,16,No
835,40,Female,Premium,631,37,0,Credit Card,8,34,No
836,54,Female,Premium,1529,57,0,Credit Card,3,16,No
837,54,Female,Premium,1750,42,5,Net Banking,9,14,No
838,27,Female,Premium,252,47,9,UPI,8,28,No
839,27,Male,Enterprise,1139,28,8,Net Banking,1,18,Yes
840,36,Male,Basic,719,14,3,Net Banking,8,26,No
841,34,Female,Premium,1553,4,5,Credit Card,4,38,No
842,38,Female,Premium,1781,53,4,Credit Card,6,7,No
843,31,Female,Basic,1548,20,0,Net Banking,10,45,No
844,26,Female,Basic,1337,34,5,UPI,9,34,No
845,63,Female,Basic,346,12,8,Net Banking,5,47,No
846,18,Male,Basic,1389,33,2,UPI,7,49,No
847,68,Male,Premium,1602,24,2,Net Banking,1,45,No
848,62,Male,Enterprise,1362,20,1,Net Banking,9,7,No
849,30,Male,Basic,828,5,3,UPI,6,33,No
850,21,Female,Basic,498,38,9,Net Banking,4,35,Yes
851,18,Male,Enterprise,1499,30,2,Credit Card,6,39,No
852,66,Female,Basic,988,24,1,Net Banking,5,21,No
853,57,Female,Basic,1049,43,0,Credit Card,3,49,No
854,49,Female,Premium,377,40,2,UPI,7,28,No
855,51,Male,Premium,1041,7,9,UPI,3,32,Yes
856,45,Female,Basic,1577,36,5,Credit Card,2,44,No
857,48,Male,Basic,1377,38,8,Net Banking,4,16,Yes
858,25,Male,Basic,1424,16,4,Credit Card,7,10,No
859,56,Female,Premium,1077,52,2,Credit Card,5,23,No
860,43,Female,Premium,1338,15,4,UPI,9,48,No
861,51,Female,Basic,1894,46,4,Credit Card,10,15,No
862,20,Male,Premium,1777,23,4,Net Banking,7,43,No
863,67,Female,Enterprise,958,12,6,Credit Card,9,6,No
864,29,Male,Basic,1291,29,4,UPI,9,33,No
865,18,Female,Basic,1668,44,6,Net Banking,2,39,Yes
866,61,Female,Premium,644,48,8,UPI,1,12,Yes
867,22,Male,Basic,1549,15,4,Credit Card,4,36,No
868,47,Male,Basic,907,29,1,Credit Card,4,31,No
869,47,Male,Premium,801,45,4,UPI,2,10,No
870,34,Male,Enterprise,1846,43,7,UPI,3,34,Yes
871,65,Male,Enterprise,1582,49,3,Net Banking,3,41,No
872,64,Male,Premium,344,21,1,UPI,5,10,No
873,40,Female,Premium,474,15,9,UPI,1,11,Yes
874,32,Female,Basic,708,14,2,Credit Card,9,14,No
875,54,Male,Premium,1402,42,8,Credit Card,8,3,No
876,38,Female,Basic,952,44,8,UPI,8,33,No
877,31,Male,Basic,676,16,7,UPI,3,7,Yes
878,19,Female,Premium,1637,15,7,Credit Card,2,4,Yes
879,28,Female,Premium,1376,42,7,Net Banking,1,39,Yes
880,68,Male,Basic,1327,4,7,Net Banking,6,48,No
881,56,Male,Enterprise,1298,27,7,Net Banking,10,10,No
882,55,Male,Basic,1351,23,0,Net Banking,1,15,No
883,51,Female,Basic,1934,29,5,Credit Card,5,16,No
884,55,Male,Basic,865,41,8,UPI,9,38,No
885,67,Female,Premium,767,53,7,Net Banking,9,4,No
886,51,Male,Premium,1568,52,2,Credit Card,4,4,No
887,35,Female,Basic,730,9,0,UPI,7,36,No
888,47,Female,Premium,358,53,1,Net Banking,7,27,No
889,32,Male,Basic,1761,57,1,UPI,4,22,No
890,44,Female,Premium,1649,56,6,Net Banking,5,22,No
891,68,Female,Basic,880,52,5,UPI,9,17,No
892,51,Male,Basic,222,43,1,Net Banking,7,45,No
893,69,Female,Enterprise,1270,43,7,Net Banking,7,34,No
894,55,Male,Basic,724,7,8,UPI,10,32,No
895,50,Male,Basic,928,53,6,UPI,7,6,No
896,41,Male,Premium,1929,42,3,UPI,9,33,No
897,32,Male,Enterprise,343,4,0,Credit Card,5,8,No
898,47,Female,Basic,1808,5,3,Credit Card,6,36,No
899,59,Female,Basic,867,5,3,UPI,3,5,No
900,68,Female,Basic,1812,11,7,Credit Card,1,5,Yes
901,34,Male,Premium,1642,41,3,Net Banking,2,47,No
902,22,Female,Basic,880,28,3,UPI,8,10,No
903,46,Female,Premium,1172,16,1,Credit Card,1,40,No
904,21,Male,Enterprise,998,41,9,UPI,10,7,No
905,27,Male,Basic,284,54,6,Net Banking,7,12,No
906,34,Female,Basic,615,30,3,Net Banking,5,30,No
907,27,Male,Basic,893,4,5,Credit Card,6,25,No
908,34,Male,Basic,681,2,2,Net Banking,8,28,No
909,37,Male,Enterprise,655,46,6,UPI,4,43,Yes
910,41,Male,Basic,1026,3,5,Credit Card,6,13,No
911,22,Female,Basic,496,50,2,UPI,3,47,No
912,51,Male,Premium,1335,21,3,UPI,7,49,No
913,23,Male,Basic,1453,6,9,UPI,2,22,Yes
914,19,Male,Premium,1319,43,4,Net Banking,8,18,No
915,30,Male,Basic,1149,53,8,UPI,7,27,No
916,60,Male,Enterprise,879,18,5,Net Banking,8,8,No
917,60,Male,Enterprise,577,44,3,UPI,2,6,No
918,65,Male,Premium,1379,5,6,Net Banking,3,11,Yes
919,28,Male,Enterprise,620,9,1,Net Banking,4,29,No
920,68,Female,Basic,304,20,3,Net Banking,9,41,No
921,64,Male,Basic,1928,28,4,UPI,5,5,No
922,40,Female,Premium,529,26,3,UPI,6,7,No
923,33,Male,Premium,638,18,3,Net Banking,1,22,No
924,48,Male,Basic,1355,19,8,UPI,4,47,Yes
925,28,Male,Basic,581,3,1,Net Banking,4,4,No
926,33,Male,Basic,337,9,5,UPI,10,32,No
927,25,Female,Basic,1142,36,7,Net Banking,8,19,No
928,21,Male,Basic,1042,31,7,Net Banking,8,45,No
929,57,Male,Premium,469,49,6,Credit Card,10,33,No
930,21,Female,Basic,1773,17,9,UPI,6,1,No
931,42,Female,Basic,595,55,3,UPI,8,46,No
932,20,Male,Premium,1780,23,6,Credit Card,9,41,No
933,49,Female,Premium,1112,34,9,Net Banking,5,44,No
934,20,Female,Enterprise,663,41,5,Net Banking,1,41,No
935,44,Female,Premium,1898,41,5,Credit Card,1,8,No
936,46,Male,Basic,649,5,1,Credit Card,2,32,No
937,49,Male,Enterprise,1554,15,7,Net Banking,2,30,Yes
